,rating,title,Review_data
320,3.0,Waste of money.  My previous poco M3 is 10 times better than  this,"Only fast charging is best.  Camera worst. YouTube videos not sharp, blur.  Iam not play the games. But procecessor not handle the apps. What's app messeges also sending in bufer mode. I like my previous poco M3 model. It was  10times than this. MI UI 13 is need improvement."
321,5.0,Awesome phone at this price range,Value for money. Screen is superb. Camera is also decent. Loud and clear speakers.Better than 5g version. Go for it.
322,4.0,Very Good deal in post Covid era bt...,"Battery charging time is just opposite of what it claims(60min).  It takes about 1.5hr to fully charged it which disappoint me.😑Sometimes it lagg nd some apps like Chrome, telegram stops working 😐I m writing this review after 2mnth of usage"
323,1.0,"Phone crashes below 30% battery, service says keep it charged above 30%","The phone crashes when battery drops below 30%. When we took it to service center (still under warranty), the engineer reset the phone and said the battery needs to be kept above 30%. Pathetic. Never heard of such problem and such response ever."
324,4.0,Tippicle Radmi phone,"Display is osom it colour are to much accurate and good. I have bouth 6/64 varient for my mom. performance is good, camera is also good as per price, over all great for normal use and causule gamming."
325,3.0,Camera is bad and call recording option is missing in this one,I am using this mobile since 7 days. I feel camera quality is poor. And call recording option is there but you cannot record automatically. Other person will know you are recording that's sad feature in this mobile. Rest is fine
326,1.0,Awful phone,Really disappointed with it's performance. I bought a 6 GB Variant.-lags a lot-apps are not optimised-UI is very old-feels like you are using a 2 GB phone-Other brands like realme offers a lot better option in the same price rangeUtterly disappointed with Redmi
327,4.0,"Nice phone in this price, amazing battery life, verysmooth touch, good camera nd great display,","Fingerprint reader is not good, i have to give many attemts to unlock it, that's why I have to prefer pattern lock many timesThe fingerprint sensor on the back of phone was much reliable, itwas easier to use and worked every time"
328,3.0,Battery backup problem,Battery backup initially was good but after using around one and half month battery draining fast and I am charging it on regular basis that's not good and also fasing sim connectivity issues due to that not getting sms so have to reboot phone and then sms start to get
329,3.0,Not for All,"UI lags very much. Despite of having a amoled panel, display is not very good and so camera."
330,5.0,Nice phone below 15k,"I am using redmi note 11 6gb ram from a month and I am modrate user. Screen, battry, speeds is very good. Only camara quality is little bad and night camara is not yet all good.But for 13k this phone is very good."
331,4.0,This device is suitable for Good Video experience and phone call features.,"Camera quality is very bad, at this price range. It could have been better. Display and sound quality is top notch. Software and Hardware is up to date which makes this device worth the money."
332,3.0,Less than expected,"Quality is less than expected1.Mobile is slow. It will take time to open some apps like camera, calls2. Camera quality is also below par3. Keep hanging4. Side finger print is also a problemAdvantages in phone are battery life, good amoled, soft touch"
333,5.0,Amoled Display,In this price range it's Best smartphone ever this phone specification is best is Redmi note 11
334,5.0,Loved the display and phone,The inhand feel of the phone is awesome. Light weight and super thin.Phone is really awesome to use and camera takes good pic during day time ☀Battery is a stunner 2 days of usage in single charges33 watt charger included 0 to 100 in 1.30 hrsAwesome buy
335,1.0,Very worst phone.,After redmi 5 this is my next redmi phone I'm very much dissatisfied and disappointed with this redmi note 11.I'm unable to understand how to use the software of this phone. If u look at the typed words alphabet 's' is missing in many words.The miui 13 is not at all friendly useable.
336,4.0,Worth for money,Most of the person says finger print is not ok. But it's wrong. The finger print is joint with on off switch. So first time you have to press hard. Then for all the situations you can slightly touch.
337,1.0,voice calls are not audible unless the speaker is on. Very disappointing.,"The phone has good features BUT one cannot hear what anyone is speaking on a voice call. This the basic use of a phone and for that purpose, it does not satisfy. I am very disappointed."
338,5.0,Good product by amazon,Geniune product with good packing and quality...using from last 2 months product is working good no problem at all.
339,2.0,"Don't buy. Not a good phone to use, google dialer is useless","Don't buy. Not a good phone to use, google dialer is useless"
340,5.0,Worth the amount that I've spent on it.....,Phone is good if I consider it's price. Everyone is saying in review that camera is not good but I think that in 13000 range camera is average not too much good not bad... Amoled display is excellent no competition in this range. Design and built is also good.
341,5.0,The best in budget,"pros:Battery lifeDisplaySpeakerPerformancedesignfast chargingcons:Average cameraNo LDAC supportNot for gaming ( playing at low settings will good to go )overall at this price, Its Ok to go for it."
342,3.0,Average phone....,"I am giving this review after a month of use.Camera quality is not good.Performance is slow, some time phone is hanging."
343,5.0,Camera quality not impressive,"Look and design is very nice but camera 50mp, back 13mp"
344,4.0,Lives upto expectations (almost),It has been a good experience till now but battery should have been 6000 mAh. It drains by evening whenever I use it more especially on weekends.
